,open,high,low,close,volume,value,middleBand,upperBand,sellingPrice,prevHigh,prevMiddle,prevClose,prevSellingPrice,isBuying,isSelling,ror
2024-03-22 18:26:00,14950.0,14970.0,14950.0,14970.0,98.88710527,1478854.9148637,14952.5,15036.323122045613,15027.940809841051,14960.0,14948.5,14960.0,15027.56100243017,False,False,1.0
2024-03-22 18:27:00,14980.0,15000.0,14970.0,15000.0,1095.54974168,16417303.2069266,14958.5,15037.513656381265,15029.612290743138,14970.0,14952.5,14970.0,15027.940809841051,False,False,1.0
2024-03-22 18:28:00,15000.0,15010.0,14980.0,14980.0,302.99257139,4543659.8120548,14964.0,15031.558941127843,15024.803047015059,15000.0,14958.5,15000.0,15029.612290743138,False,False,1.0
2024-03-22 18:29:00,15000.0,15000.0,14990.0,15000.0,242.26434059,3633465.0253361,14969.0,15031.205093715951,15024.984584344356,15010.0,14964.0,14980.0,15024.803047015059,False,False,1.0
2024-03-22 18:30:00,15000.0,15000.0,14970.0,14970.0,1.67207854,25054.7178927,14971.5,15029.2745163272,15023.497064694478,15000.0,14969.0,15000.0,15024.984584344356,False,False,1.0
2024-03-22 18:31:00,14960.0,14990.0,14950.0,14970.0,889.11239333,13293036.0319451,14973.5,15027.896207298125,15022.456586568313,15000.0,14971.5,14970.0,15023.497064694478,False,False,1.0
2024-03-22 18:32:00,14970.0,14970.0,14970.0,14970.0,36.69869027,549379.3933419,14976.0,15024.297324759731,15019.467592283758,14990.0,14973.5,14970.0,15022.456586568313,False,False,1.0
2024-03-22 18:33:00,14970.0,14990.0,14940.0,14940.0,177.26621282,2650680.1606286,14976.5,15022.964474261747,15018.318026835572,14970.0,14976.0,14970.0,15019.467592283758,True,False,1.0
2024-03-22 18:34:00,14940.0,14940.0,14900.0,14910.0,617.49002165,9207458.4506635,14975.5,15026.788656794548,15021.659791115093,14990.0,14976.5,14940.0,15018.318026835572,False,False,1.0
2024-03-22 18:35:00,14910.0,14910.0,14860.0,14900.0,5278.94243994,78536576.4222374,14973.0,15033.558801350855,15027.50292121577,14940.0,14975.5,14910.0,15021.659791115093,False,False,1.0
2024-03-22 18:36:00,14860.0,14910.0,14860.0,14910.0,2000.30695442,29753965.0026049,14970.5,15037.141223214903,15030.477100893413,14910.0,14973.0,14900.0,15027.50292121577,False,False,1.0
2024-03-22 18:37:00,14910.0,14910.0,14860.0,14860.0,278.09865601,4133216.7191201,14964.5,15047.210656094476,15038.939590485028,14910.0,14970.5,14910.0,15030.477100893413,False,False,1.0
2024-03-22 18:38:00,14880.0,14880.0,14850.0,14860.0,1494.06585567,22205957.6176723,14957.0,15049.018304815143,15039.81647433363,14910.0,14964.5,14860.0,15038.939590485028,False,False,1.0
2024-03-22 18:39:00,14860.0,14870.0,14860.0,14860.0,812.98566844,12081034.282514,14950.0,15049.260423024221,15039.334380721799,14880.0,14957.0,14860.0,15039.81647433363,False,False,1.0
2024-03-22 18:40:00,14860.0,14880.0,14860.0,14880.0,894.74409503,13301532.4338935,14943.5,15043.241771854282,15033.267594668854,14870.0,14950.0,14860.0,15039.334380721799,False,False,1.0
2024-03-22 18:41:00,14880.0,14880.0,14860.0,14870.0,873.00006646,12974138.2501389,14936.5,15036.241771854282,15026.267594668854,14880.0,14943.5,14880.0,15033.267594668854,False,False,1.0
2024-03-22 18:42:00,14870.0,14870.0,14810.0,14810.0,5740.40952134,85172947.2625843,14928.0,15040.315345532592,15029.083810979333,14880.0,14936.5,14870.0,15026.267594668854,False,False,1.0
2024-03-22 18:43:00,14810.0,14860.0,14800.0,14860.0,7386.62596474,109490923.226871,14922.0,15035.434423439505,15024.090981095555,14870.0,14928.0,14810.0,15029.083810979333,False,False,1.0
2024-03-22 18:44:00,14850.0,14850.0,14820.0,14850.0,1750.19117438,25960589.389388,14916.5,15032.80721568782,15021.176494119038,14860.0,14922.0,14860.0,15024.090981095555,False,False,1.0
2024-03-22 18:45:00,14850.0,14880.0,14850.0,14880.0,483.13678944,7180014.9397916,14912.5,15028.008031163024,15016.457228046722,14850.0,14916.5,14850.0,15021.176494119038,False,False,1.0
2024-03-22 18:46:00,14880.0,14880.0,14880.0,14880.0,1023.82380483,15234498.2158704,14908.0,15021.062628196665,15009.756365377,14880.0,14912.5,14880.0,15016.457228046722,False,False,1.0
2024-03-22 18:47:00,14870.0,14870.0,14860.0,14860.0,299.25049311,4447540.5234857,14901.0,15007.207344378818,14996.586609940936,14880.0,14908.0,14880.0,15009.756365377,False,False,1.0
2024-03-22 18:48:00,14860.0,14890.0,14850.0,14890.0,121.88573199,1810913.3465736,14896.5,14996.030476686663,14986.077429017996,14870.0,14901.0,14860.0,14996.586609940936,False,False,1.0
2024-03-22 18:49:00,14880.0,14880.0,14860.0,14870.0,234.15923912,3483473.3508492,14890.0,14977.298640491017,14968.568776441916,14890.0,14896.5,14890.0,14986.077429017996,False,False,1.0
2024-03-22 18:50:00,14880.0,14890.0,14860.0,14860.0,750.06921477,11150481.4905849,14884.5,14964.097672539372,14956.137905285435,14880.0,14890.0,14870.0,14968.568776441916,True,False,1.0
2024-03-22 18:51:00,14870.0,14870.0,14830.0,14830.0,1572.20767731,23355848.9092056,14877.5,14949.720422829594,14942.498380546635,14890.0,14884.5,14860.0,14956.137905285435,False,False,1.0
2024-03-22 18:52:00,14830.0,14830.0,14810.0,14820.0,434.06093706,6432841.7595637,14870.0,14932.23892841725,14926.015035575525,14870.0,14877.5,14830.0,14942.498380546635,False,False,1.0
2024-03-22 18:53:00,14830.0,14830.0,14800.0,14800.0,1241.78342602,18396320.2364199,14863.0,14923.558801350868,14917.50292121578,14830.0,14870.0,14820.0,14926.015035575525,False,False,1.0
2024-03-22 18:54:00,14800.0,14810.0,14780.0,14780.0,2642.75765164,39086620.1100351,14856.5,14923.393473837936,14916.704126454142,14830.0,14863.0,14800.0,14917.50292121578,False,False,1.0
2024-03-22 18:55:00,14770.0,14780.0,14770.0,14780.0,1214.11102055,17938410.5872936,14850.5,14922.311155855234,14915.13004026971,14810.0,14856.5,14780.0,14916.704126454142,False,False,1.0
2024-03-22 18:56:00,14780.0,14820.0,14760.0,14810.0,513.25393783,7588300.7877602,14845.5,14913.702484906124,14906.882236415511,14780.0,14850.5,14780.0,14915.13004026971,False,False,1.0
2024-03-22 18:57:00,14820.0,14820.0,14820.0,14820.0,219.0003565,3245585.28333,14843.5,14912.255860994203,14905.380274894782,14820.0,14845.5,14810.0,14906.882236415511,False,False,1.0
2024-03-22 18:58:00,14820.0,14830.0,14810.0,14820.0,3380.16041962,50121428.2061849,14841.5,14910.561376211397,14903.655238590258,14820.0,14843.5,14820.0,14905.380274894782,False,False,1.0
2024-03-22 18:59:00,14820.0,14850.0,14820.0,14850.0,419.06944849,6219702.4067498,14841.0,14909.640942209224,14902.776847988302,14830.0,14841.5,14820.0,14903.655238590258,True,False,1.0
2024-03-22 19:00:00,14820.0,14820.0,14800.0,14820.0,753.48128102,11165249.4013718,14838.0,14904.680700277331,14898.012630249597,14850.0,14841.0,14850.0,14902.776847988302,False,False,1.0
2024-03-22 19:01:00,14830.0,14840.0,14820.0,14840.0,546.12802404,8101667.2252799,14836.5,14901.477728978163,14894.979956080348,14820.0,14838.0,14820.0,14898.012630249597,True,False,1.0
2024-03-22 19:02:00,14840.0,14870.0,14840.0,14860.0,906.37455488,13469461.104992,14839.0,14903.530694450916,14897.077625005824,14840.0,14836.5,14840.0,14894.979956080348,False,False,1.0
2024-03-22 19:03:00,14870.0,14870.0,14830.0,14840.0,2167.68335857,32183922.0638244,14838.0,14901.775923521767,14895.39833116959,14870.0,14839.0,14860.0,14897.077625005824,False,False,1.0
2024-03-22 19:04:00,14830.0,14830.0,14810.0,14810.0,1029.66781478,15260883.3206176,14836.0,14900.69360986911,14894.224248882198,14870.0,14838.0,14840.0,14895.39833116959,False,False,1.0
2024-03-22 19:05:00,14810.0,14820.0,14810.0,14810.0,1190.92554776,17642607.3623256,14832.5,14894.69663216472,14888.476968948247,14830.0,14836.0,14810.0,14894.224248882198,False,False,1.0
2024-03-22 19:06:00,14810.0,14810.0,14790.0,14790.0,883.68804651,13076544.849847,14828.0,14888.732372361315,14882.659135125185,14820.0,14832.5,14810.0,14888.476968948247,False,False,1.0
2024-03-22 19:07:00,14790.0,14790.0,14750.0,14760.0,1073.54964981,15854662.1097941,14823.0,14888.88666505129,14882.29799854616,14810.0,14828.0,14790.0,14882.659135125185,False,False,1.0
2024-03-22 19:08:00,14760.0,14760.0,14740.0,14740.0,636.4354654,9384649.0926289,14815.5,14883.393104835563,14876.603794352006,14790.0,14823.0,14760.0,14882.29799854616,False,False,1.0
2024-03-22 19:09:00,14770.0,14770.0,14760.0,14760.0,1336.10228725,19723407.325203,14810.0,14877.12125712393,14870.409131411538,14760.0,14815.5,14740.0,14876.603794352006,False,False,1.0
2024-03-22 19:10:00,14760.0,14780.0,14740.0,14780.0,350.79609246,5173257.0164098,14806.0,14870.039461518514,14863.635515366663,14770.0,14810.0,14760.0,14870.409131411538,False,False,1.0
2024-03-22 19:11:00,14780.0,14780.0,14750.0,14780.0,1401.28085381,20673508.1076944,14803.5,14867.49835524204,14861.098519717836,14780.0,14806.0,14780.0,14863.635515366663,False,False,1.0
2024-03-22 19:12:00,14790.0,14810.0,14780.0,14780.0,606.42198676,8976201.305135,14801.5,14865.826469954789,14859.39382295931,14780.0,14803.5,14780.0,14861.098519717836,True,False,1.0
2024-03-22 19:13:00,14800.0,14800.0,14780.0,14780.0,428.63016453,6336207.547326,14800.5,14865.54249622971,14859.038246606739,14810.0,14801.5,14780.0,14859.39382295931,False,False,1.0
2024-03-22 19:14:00,14780.0,14780.0,14760.0,14770.0,499.5290986,7378041.6367437,14800.0,14865.854704503668,14859.269234053301,14800.0,14800.5,14780.0,14859.038246606739,False,False,1.0
2024-03-22 19:15:00,14770.0,14770.0,14700.0,14700.0,4547.45929396,66918876.0872391,14796.0,14875.312838278502,14867.38155445065,14780.0,14800.0,14770.0,14859.269234053301,False,False,1.0
2024-03-22 19:16:00,14700.0,14770.0,14700.0,14760.0,3632.20799147,53465113.8615508,14793.5,14874.09646067717,14866.036814609453,14770.0,14796.0,14700.0,14867.38155445065,False,False,1.0
2024-03-22 19:17:00,14760.0,14780.0,14750.0,14780.0,133.78723953,1974818.7287566,14791.5,14871.308982478246,14863.328084230421,14770.0,14793.5,14760.0,14866.036814609453,False,False,1.0
2024-03-22 19:18:00,14770.0,14800.0,14770.0,14790.0,859.11174347,12691545.449126,14790.0,14868.673208172877,14860.80588735559,14780.0,14791.5,14780.0,14863.328084230421,True,False,1.0
2024-03-22 19:19:00,14790.0,14790.0,14770.0,14770.0,1400.68100356,20712111.8842268,14786.0,14859.81342054555,14852.432078490994,14800.0,14790.0,14790.0,14860.80588735559,False,False,1.0
2024-03-22 19:20:00,14800.0,14800.0,14760.0,14770.0,293.12454064,4328335.199996,14783.5,14855.836930947822,14848.60323785304,14790.0,14786.0,14770.0,14852.432078490994,False,False,1.0
2024-03-22 19:21:00,14780.0,14800.0,14780.0,14800.0,2291.24703934,33893669.8011605,14781.5,14849.331059490336,14842.547953541303,14800.0,14783.5,14770.0,14848.60323785304,False,False,1.0
2024-03-22 19:22:00,14810.0,14810.0,14800.0,14800.0,641.5366669,9499058.2867882,14778.5,14836.274516327225,14830.497064694502,14800.0,14781.5,14800.0,14842.547953541303,False,False,1.0
